hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoU,CoA,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
15440,"Dinas Bach","31C",2211,"1","174","571","SN777431","SN 77728 43165","SN774431","128","46","knoll","","","2012-01-20","","146 147 160","187S","277725","243160","52.073275","-3.785474","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15441,"Allt yr Esgob","31C",2221,"1","174","571","SN329424","SN 32924 42474","SN328432","138","36","no feature: ground on E side of road","flat summit area","","2012-01-20","","145","185 198W","232921","242469","52.055359","-4.438308","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15442,"Cnwc y Barcud","31C",2214,"1","177","581","SN584702","SN 58477 70290","SN595701","147","30","no feature: ground beside wall","","","2014-03-21","","135","213","258474","270285","52.312397","-4.077511","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15443,"Bryn Mawr","30E",2136,"1","178","584","SJ251190","SJ 25119 19058","SJ 2037 1527","88.6","89","no feature: grass","summit in trees; height given to nearest metre","Trimble GeoXH 6000","2019-04-01","","126","240","325117","319054","52.76389","-3.111203","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15444,"Allt Cefn Gwyddyl","31C",2221,"1","173","568","SN389581","SN 38969 58199","SN389575","133","40","no feature: level meadow","","","2012-01-20","","145","198E","238966","258194","52.198408","-4.357668","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15445,"Pen Trehir Uchaf","31C",2213,"1","173","568","SN186258","SN 18695 25829","SN197250","136","37","no feature","","","2020-10-24","","145 158","OL35E","218692","225824","51.90139","-4.636818","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15446,"Bryn-meillion","31C",2222,"1","173","568","SN431282","SN 43170 28238","SN427276","143","30","no feature: pasture","","","2012-12-05","","146","185","243167","228233","51.930462","-4.282483","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15447,"Allt yr Haearn","31C",2221,"1","172","564","SN483590","SN 48327 59005","SN485583","104","68","no feature: pasture","","","2018-02-04","","146","198E 199","248324","259000","52.208305","-4.221216","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15448,"Cefn-hengil","31C",2222,"1","172","564","SN463243","SN 46398 24362","SN464248","111","61","no feature: pasture","flat summit area","","2018-02-04","","159","185 186","246395","224357","51.89654","-4.233842","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15449,"Cefnmystrych","31C",2203,"1","172","564","SN371220","SN 37148 22088","SN381222","117","55","no feature: pasture","summit is on N side of road","","2018-02-04","","145 159","177","237145","222083","51.873485","-4.367085","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15450,"Pen Trawscoed-hen","30E",2136,"1","172","564","SJ214125","SJ 21418 12533","SJ209123","141","31","no feature: ground on bank near NE corner of wood","","","2012-12-05","","126","240","321416","312529","52.704717","-3.164476","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15451,"Allt Cwm-Perrot","31C",2222,"1","170","558","SN518246","","SN520252","124","46","","","","2012-01-20","","159","186","251800","224600","51.900189","-4.155455","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15452,"Cefngweiriog","31A",2166,"1","170","558","SN677935","SN 67777 93526","SN679934","125","45","no feature","","","2012-01-20","","135","OL23W","267774","293522","52.523494","-3.950366","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15453,"Sunny Hill","31C",2207,"1","169","554","SN573772","SN 57327 77237","SN571769","127","42","no feature: pasture","","","2012-01-20","","135","213","257324","277232","52.374514","-4.097322","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15454,"Allt Upper","31A",2171,"1","169","554","SJ193018","SJ 19303 01895","SJ182017","132","37","no feature: ground on N edge of pasture","","","2017-04-06","","136","216","319301","301891","52.608792","-3.193165","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15455,"Pen Llangrannog","31C",2221,"1","167","548","SN318545","SN 31895 54563","SN328545","98","69","no feature","ground W of fence is just lower","Abney level","2016-01-24","","145","198E 198W","231892","254558","52.163636","-4.459272","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15456,"Great Treffgarne Mountain","31C",2208,"1","166","545","SM944243","SM 94459 24311","SM935235","97","69","no feature","assumes large rock is unnatural","","2020-09-15","","157 158","OL35W","194456","224306","51.879346","-4.987714","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15457,"Pen y Bank","31C",2208,"1","166","545","SM896294","SM 89605 29496","SM902266","106","60","no feature: arable","","","2020-10-24","","157 158","OL35W","189602","229491","51.924087","-5.061295","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15458,"Craig Gwrtheyrn","31C",2203,"1","166","545","SN433403","SN 43313 40320","SN429400","119","47","no feature: pasture","","","2012-01-20","","146","185","243310","240315","52.039044","-4.285926","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15459,"Pen Commins Coch","31A",2173,"1","165","541","SH849032","SH 84990 03232","SH850034","119","46","no feature: rough grass","","","2012-01-20","","135 136","215W","284987","303228","52.61462","-3.700153","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15460,"Brynhyfryd","30E",2136,"1","166","545","SJ171137","SJ 17135 13708","SJ175135","108","58","no feature: pasture","","","2012-12-05","","125","239","317132","313704","52.714639","-3.228147","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15461,"Ysgubor y Banc","31A",2169,"1","163","535","SN615873","SN 61531 87327","SN619868","126","37","no feature: pasture","","","2014-10-30","","135","213","261528","287322","52.466247","-4.039788","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15462,"Pen Trewylan","30E",2136,"1","161.5","530","SJ228180","SJ 22866 18059","SJ243186","112","50","no feature: grass","","Trimble GeoXH 6000","2015-09-12","","126","240","322864","318055","52.754593","-3.14435","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15463,"Hen Gaer","31A",2169,"1","162","531","SN632844","SN 63251 84458","SN648856","129","33","3m bank of hillfort","approx at natural high point; Hengaer service resr is lower and on lower ground","","2012-01-20","","135","213","263248","284453","52.440904","-4.01331","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15464,"Penlan","31C",2213,"1","158","518","SN253216","SN 25387 21683","SN257219","112","46","no feature: pasture","","","2012-01-20","","145 158","177","225384","221678","51.866288","-4.537551","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15465,"Pen Bwlch-mawr","31C",2205,"1","160","525","SN610792","SN 61091 79283","SN620793","112","48","no feature: pasture","","","2012-12-05","","135","213","261088","279278","52.393864","-4.042915","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15466,"Marros Mountain","31C",2224,"1","159.4","523","SN196096","SN 19663 09665","SN200101","119","40","no feature: conifer","ground 550m ESE at SN 20143 09481 is 2.6m lower","","2020-11-08","","158","OL36E 177","219660","209660","51.756523","-4.614339","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15467,"Pencwarel","31C",2205,"1","158","518","SN615792","SN 61602 79303","SN613792","127","31","no feature","","","2017-08-06","","135","213","261599","279298","52.394173","-4.035419","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15468,"Cefnllwydcoed","31C",2219,"1","157","515","SN626249","SN 62613 24948","SN628252","114","43","no feature: pasture","flat summit area","","2018-02-04","","159","186","262610","224943","51.906042","-3.998574","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15469,"Banc y Gwmryn","31A",2169,"1","155","509","SN634820","SN 63494 82101","SN645821","115","40","no feature: pasture","ground 60m SE at SN 63537 82052 may be as high","Seco 2x Hand Level","2017-08-06","","135","213","263491","282096","52.419788","-4.008774","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15470,"Gaer Lwyd","31C",2221,"1","155","509","SN299525","SN 29989 52533","SN304526","122","33","no feature","pasture on west side of hedge; ground 110m SE at SN 30070 52455 is of similar height","","2014-08-04","","145","198W","229986","252528","52.144818","-4.486095","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15471,"The Mount","30E",2136,"1","154.9","508","SJ225167","SJ 22600 16707","SJ234175","107","48","no feature: grass","summit is 50m NE of trig point","Trimble GeoXH 6000","2015-09-12","","126","240","322598","316703","52.742404","-3.147971","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15472,"Ty-Top","30E",2136,"1","153.4","503","SJ233171","SJ 23347 17179","SJ224169","116","37","no feature: grass","","Trimble GeoXH 6000","2015-09-12","","126","240","323345","317175","52.746753","-3.137019","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15473,"Pen-y-fford","31C",2208,"1","154","505","SN027241","SN 02774 24142","SN017246","123","31","no feature","flat summit area in pasture","","2012-01-20","","145 157 158","OL35E","202771","224137","51.880832","-4.866976","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15474,"Trehafren","31B",2183,"1","152","499","SO100910","SO 10025 91080","SO101909","116","36","no feature: grassy ridge","","","2015-03-21","","136","214E 215E","310023","291075","52.510132","-3.327206","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15475,"Pen Merthyr","31C",2203,"1","152","499","SN347207","SN 34750 20712","SN352211","119","33","no feature: pasture","","","2012-01-20","","145 159","177","234747","220707","51.860418","-4.401228","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15476,"Penbigwrn","31C",2203,"1","151","495","SN304203","","SN318212","73","78","","","","2015-03-21","","145 159","177","230400","220300","51.855459","-4.464096","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15477,"Bryncoch","31C",2213,"1","151","495","SN219182","","SN227201","98","53","","","","2015-03-15","","158","177","221900","218200","51.833949","-4.586307","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15478,"Moel Ddu","31C",2208,"1","151","495","SM911346","SM 91119 34670","SM908354","106","45","trig point","","","2012-01-20","","157","OL35W","191116","234665","51.971111","-5.042455","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15479,"Pen Ffynnoncyff","31C",2221,"1","151","495","SN187505","SN 18755 50602","SN192504","120","31","no feature","","","2015-09-18","119m col spot height on geograph inconsistent with contour rings","145","OL35E 198W","218752","250597","52.123903","-4.649063","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15480,"Merlin's Hill","31C",2222,"1","150","492","SN454215","SN 45471 21568","SN454217","97","53","no feature: pasture","","","2012-01-20","","159","177","245468","221563","51.871182","-4.246051","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15481,"Courthouse Bank [Cefn Briw]","30E",2136,"1","150","492","SJ247183","SJ 24789 18332","SJ242183","116","34","no feature: grass by fence","","Trimble GeoXH 6000","2012-01-20","","126","240","324787","318328","52.757319","-3.115925","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15482,"Castell Mawr","31C",2213,"1","149","489","SN118377","","SN123378","103","46","","","","2012-01-20","","145","OL35E","211800","237700","52.00576","-4.74338","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15483,"Pen Llangynin","31C",2213,"1","149.9","492","SN250200","SN 25020 20065","SN249210","112","38","no feature","ground 180m SSE by trig point at SN 25118 19913 is 0.7m lower","","2020-11-08","","158","177","225017","220060","51.851639","-4.542056","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15484,"Waun Fawr","31C",2213,"1","149","489","SN236231","","SN238239","113","36","","","","2016-07-26","","145 158","177 185","223600","223100","51.878501","-4.564162","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15485,"Pen Gelynen-goch","31C",2211,"1","148","486","SN661272","SN 66147 27234","SN676289","76","72","no feature: ground by side of road","","","2012-01-20","","146","186","266144","227229","51.927445","-3.948123","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15486,"Allt Cefn-maes-llan","31C",2221,"1","148","486","SN423579","SN 42314 57937","SN421575","117","31","no feature: level pasture just S of gate","","","2017-08-06","","146","198E","242311","257932","52.197022","-4.308645","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15487,"Llanddewi Gaer","31C",2224,"1","147","482","SN145163","SN 14597 16369","SN123167","82","65","no feature: pasture","","","2012-01-20","","158","OL36E","214594","216364","51.815079","-4.691237","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15488,"Banc y Warren","31C",2221,"1","146","479","SN204475","SN 20415 47510","SN206476","108","38","trig point","","","2012-01-20","","145","198W","220412","247505","52.096675","-4.62321","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15489,"Penlan","31C",2213,"1","145","476","SN201192","","SN198195","98","47","","flat summit area","","2012-01-20","","158","177","220100","219200","51.842354","-4.612923","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15490,"Pen Pwll Melyn","31C",2208,"1","144","472","SM953358","SM 95375 35843","SM 9580 3474","70.1","74","ground by trig point","","","2019-03-15","","157","OL35W","195372","235838","51.983226","-4.981284","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15491,"Carn Gelli","31C",2215,"1","143.6","471","SM982375","SM 98235 37535","SM991368","88","56","not recorded","Carn Bica 160m N might be as high","","2020-12-24","","157","OL35E OL35W","198232","237530","51.999465","-4.940691","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15492,"Mathry Hill","31C",2208,"1","143","469","SM876319","SM 87665 31980","SM861309","94","49","no feature: ground on field boundary","","","2014-09-15","","157","OL35W","187662","231975","51.945651","-5.090999","W","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15493,"Ffynnon Caradog","31A",2169,"1","145","476","SN611830","SN 61136 83061","SN609825","99","46","no feature: pasture just S of gate","this is the natural high point; it is overtopped by 1 ft high man-made bank","","2012-12-05","","135","213","261133","283056","52.427819","-4.043824","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15494,"Carn Perfedd","31C",2208,"1","141.7","465","SM752285","SM 75254 28551","SM 7429 2833","90.3","51.4","outcrop","top at SM 74933 28241 is 0.6m lower. Adjacent tops at SM 75264 28500 & SM 75294 28464 are 1m lower","","2020-10-24","","157","OL35W","175251","228546","51.909996","-5.269036","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15495,"Pen Tre-derwen","30E",2136,"1","142","466","SJ238193","SJ 23851 19310","SJ238189","98","44","no feature: grass","","Trimble GeoXH 6000","2015-12-22","Height of hill is 142.0m","126","240","323849","319306","52.765977","-3.130049","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15496,"Allt Dderw","31A",2169,"1","142","466","SN638832","SN 63835 83207","SN643831","112","30","no feature: level pasture","","","2018-02-04","","135","213","263832","283202","52.42981","-4.004213","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15497,"Pen Llysonen-uchaf","31C",2203,"1","141","463","SN326210","SN 32679 21100","SN314206","82","59","no feature: stubble","flat summit area","","2012-01-20","","145 159","177","232676","221095","51.863286","-4.431462","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15498,"Pen Treasgell-fawr","31C",2203,"1","141","463","SN276204","SN 27639 20451","SN278207","103","38","no feature: pasture","summit is just W of gate","","2012-01-20","","145 158","177","227636","220446","51.855922","-4.504261","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15499,"Moelcerni","31A",2169,"1","137","449","SN595863","SN 59526 86322","SN596867","83","54","no feature","this is the natural high point; it is S of man-made 2 feet high bank","","2012-01-20","","135","213","259523","286317","52.456705","-4.068859","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15500,"Pen Glasgrug","31C",2205,"1","137","449","SN625803","SN 62512 80305","SN627798","91","46","no feature: pasture","","","2018-02-04","","135","213","262509","280300","52.403405","-4.022466","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15501,"Pen Haulfryn","31C",2213,"1","137","449","SN228221","SN 22829 22131","SN235221","103","34","no feature: arable","","","2018-02-04","","145 158","177","222826","222126","51.869505","-4.574894","W","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
